horizon,horizon_months,period_number,PERMNO,start_ymm,target_end_ymm,end_ymm,realized_months,observed_rows,terminal_reason,included_in_summary,nominal_ret,real_ret
30y,360,2,10253,201605,204604,202512,116,116,sample_end,False,-0.9979060129198355,-0.9984539322372591
30y,360,1,10254,198605,201604,198707,15,15,delisted,True,1.7166682193614324,1.5925322374573931
30y,360,1,10255,198605,201604,198808,28,28,delisted,True,-0.4054535180027685,-0.45741388281597184
30y,360,1,10256,198605,201604,200106,182,182,delisted,True,-0.9192658977117562,-0.9507431263567232
30y,360,1,10257,198605,201604,201604,360,360,complete,True,-0.8813244840833014,-0.9461334650086997
30y,360,2,10257,201605,204604,202512,116,116,sample_end,False,0.4150447680492295,0.04477965477428758
30y,360,1,10258,198605,201604,201604,360,360,complete,True,-0.9324914702093522,-0.9693580385634754
30y,360,2,10258,201605,204604,202512,116,116,sample_end,False,-0.5473315886420601,-0.6657782444595284
30y,360,1,10259,198605,201604,201604,360,360,complete,True,0.9858809085602442,-0.09861336920918029
30y,360,2,10259,201605,204604,201807,27,27,delisted,True,-0.04423387831182968,-0.09257097830514616
30y,360,1,10260,198605,201604,199007,51,51,delisted,True,-0.9482759750296681,-0.956923089633604
30y,360,1,10261,198605,201604,199312,92,92,delisted,True,1.581343982583927,0.9227294685090148
30y,360,1,10262,198605,201604,199011,55,55,delisted,True,-0.9770641884990418,-0.9813839377503433
30y,360,1,10263,198605,201604,199012,56,56,delisted,True,-0.9891968107306657,-0.9912314921177152
30y,360,1,10264,198605,201604,198902,34,34,delisted,True,-0.7142849605434758,-0.7448301539064266
30y,360,1,10265,198605,201604,199204,72,72,delisted,True,0.8306808969184629,0.4251752358806098
30y,360,1,10266,198605,201604,199407,99,99,delisted,True,3.6156337448997116,2.377748144852486
30y,360,1,10267,198605,201604,199207,75,75,delisted,True,-0.10174585295979022,-0.3056911005795959
30y,360,1,10268,192512,195511,195511,360,360,complete,True,0.561040367500367,0.04456232769541524
30y,360,2,10268,195512,198511,197312,217,217,delisted,True,0.8794901838649327,0.09433519363564336
30y,360,1,10269,198307,201306,198408,14,14,delisted,True,-0.9038461978864867,-0.908446858274693
30y,360,1,10270,198605,201604,198711,19,19,delisted,True,-0.8975408066508314,-0.9035782634513023
30y,360,1,10271,198605,201604,200808,268,268,delisted,True,11.791800994974409,5.340841441508004
30y,360,1,10272,198605,201604,201112,308,308,delisted,True,6.137964112113085,2.4349981503043407
30y,360,1,10273,198605,201604,199205,73,73,delisted,True,-0.9852755933255585,-0.98855353926382
30y,360,1,10274,198605,201604,198908,40,40,delisted,True,-0.914090827357259,-0.925122502817001
30y,360,1,10275,198605,201604,200410,222,222,delisted,True,-0.9286746105637792,-0.9594241105669272
30y,360,1,10276,192512,195511,195511,360,360,complete,True,2.3401037975755568,1.235013693544985
30y,360,2,10276,195512,198511,197301,206,206,delisted,True,6.683270204369509,3.8516424529938877
30y,360,1,10277,197212,200211,197805,66,66,delisted,True,2.1296318382306656,1.0573083711779878
30y,360,1,10278,198605,201604,199802,142,142,delisted,True,1.765990874334603,0.8553836254029508
30y,360,1,10279,198605,201604,199112,68,68,delisted,True,0.20635145713629544,-0.04996542244378799
30y,360,1,10280,198605,201604,198706,14,14,delisted,True,-0.8529412802415993,-0.8592900707862352
30y,360,1,10281,198605,201604,199806,146,146,delisted,True,-0.96370956918204,-0.9758212221666843
30y,360,1,10282,198605,201604,199612,128,128,delisted,True,-0.9906462293697686,-0.9935950851800559
30y,360,1,10283,198605,201604,198711,19,19,delisted,True,-0.8518519611775601,-0.8605816549729899
30y,360,1,10284,192512,195511,193907,164,164,delisted,True,0.9185912162634529,1.5025102820827656
30y,360,1,10285,198110,201109,199112,123,123,delisted,True,-0.9047620160462241,-0.9356332117150695
30y,360,1,10286,198605,201604,199612,128,128,delisted,True,3.0563303524744896,1.7775376814547905
30y,360,1,10287,198605,201604,199205,73,73,delisted,True,0.12280605597631333,-0.1271529156834097
30y,360,1,10288,198605,201604,198808,28,28,delisted,True,-0.19815761115024455,-0.26823459303291264
30y,360,1,10289,198804,201803,199006,27,27,delisted,True,-0.9420731310968489,-0.9480486510606843
30y,360,1,10290,198605,201604,201204,312,312,delisted,True,21.61798610339436,9.675677644473295
30y,360,1,10291,198605,201604,198811,31,31,delisted,True,-0.8593751427068328,-0.873051874463525
30y,360,1,10292,192512,195511,195511,360,360,complete,True,45.7516859501872,30.28365602614767
30y,360,2,10292,195512,198511,196209,82,82,delisted,True,1.8410426100961552,1.51394888853903
30y,360,1,10293,198306,201305,198509,28,28,delisted,True,-0.8428574748614812,-0.8560615097530833
30y,360,1,10294,198605,201604,201604,360,360,complete,True,6.213553823491369,2.2742149586901452
30y,360,2,10294,201605,204604,202512,116,116,sample_end,False,1.279906370729059,0.6833388205885609
30y,360,1,10295,198605,201604,198807,27,27,delisted,True,-0.8750005808115817,-0.8854435702627661
30y,360,1,10296,198605,201604,199412,104,104,delisted,True,1.0849915946461337,0.5125590325889771
30y,360,1,10297,198605,201604,201604,360,360,complete,True,13.35858462830098,5.517327481844038
30y,360,2,10297,201605,204604,201612,8,8,delisted,True,0.6961015562213131,0.6808499057418553
30y,360,1,10298,198605,201604,199207,75,75,delisted,True,-0.9749998012623898,-0.9806760029686515
30y,360,1,10299,198605,201604,201604,360,360,complete,True,113.33759106196194,50.897561196054
30y,360,2,10299,201605,204604,201702,10,10,delisted,True,0.4856710189294844,0.4591902959326748
30y,360,1,10300,198605,201604,199207,75,75,delisted,True,-0.6000004237754801,-0.6908188328969194
30y,360,1,10301,198605,201604,199005,49,49,delisted,True,-0.9479374627318131,-0.9562384555160597
30y,360,1,10302,198605,201604,201604,360,360,complete,True,9.444545463509344,3.740754395146368
30y,360,2,10302,201605,204604,202003,47,47,delisted,True,1.904493997243332,1.6923353477110474
30y,360,1,10303,198605,201604,200005,169,169,delisted,True,-0.9987594048697664,-0.9992144103140328
30y,360,1,10304,198605,201604,201003,287,287,delisted,True,-0.8669563861045857,-0.9336099339292563
30y,360,1,10305,192512,195511,192812,37,37,delisted,True,1.794687685817577,1.9417765113869256
30y,360,1,10306,197212,200211,197409,22,22,delisted,True,-0.6236556453283648,-0.6846442561644797
30y,360,1,10307,198605,201604,200010,174,174,delisted,True,0.24442970364684458,-0.22330421944800283
30y,360,1,10308,198606,201605,201605,360,360,complete,True,31.654961942215934,13.80263305877268
30y,360,2,10308,201606,204605,202512,115,115,sample_end,False,0.46300698177378163,0.08459375682264758
30y,360,1,10309,198606,201605,199906,157,157,delisted,True,3.256508522526733,1.7890119019444168
30y,360,1,10310,198606,201605,198806,25,25,delisted,True,-0.9878048723832612,-0.9887453440892978
30y,360,1,10311,198606,201605,198806,25,25,delisted,True,-0.9611110430383155,-0.9641101066684115
30y,360,1,10312,198606,201605,198608,3,3,delisted,True,-0.80000024999995,-0.8014587714220105
30y,360,1,10313,192512,195511,195511,360,360,complete,True,3.1843626332695694,1.7999452564629137
30y,360,2,10313,195512,198511,196812,157,157,delisted,True,3.789531823715402,2.6292508748716688
30y,360,1,10314,198010,201009,198807,94,94,delisted,True,-0.9660432679244403,-0.9759294051109957
30y,360,1,10315,198606,201605,198801,20,20,delisted,True,-0.8124997055464686,-0.8235196018497012
30y,360,1,10316,198606,201605,199305,84,84,delisted,True,-0.3835626999428837,-0.5344658670165041
30y,360,1,10317,198606,201605,198811,30,30,delisted,True,0.2614087911450309,0.14187379348041373
30y,360,1,10318,198606,201605,201605,360,360,complete,True,278.2287112493248,125.57556176031662
30y,360,2,10318,201606,204605,202512,115,115,sample_end,False,1.6969737682561297,0.9993895776345296
30y,360,1,10319,198606,201605,199407,98,98,delisted,True,1.2884522536578373,0.6793291807502606
30y,360,1,10320,198606,201605,199010,53,53,delisted,True,-0.9749999565531164,-0.9796067061320927
30y,360,1,10321,192512,195511,195511,360,360,complete,True,0.4078624447961743,-0.05793591054531322
30y,360,2,10321,195512,198511,198511,360,360,complete,True,0.4656611016042358,-0.6382909758426238
30y,360,3,10321,198512,201511,198707,20,20,delisted,True,0.7619071212716881,0.6875911794254306
30y,360,1,10322,198606,201605,199103,58,58,delisted,True,1.314794941486825,0.8672679194660402
30y,360,1,10323,198606,201605,198707,14,14,delisted,True,-0.9027777081451045,-0.9069639052460623
30y,360,1,10324,198606,201605,201103,298,298,delisted,True,23.507868316581728,10.943181139388587
30y,360,1,10325,198606,201605,200104,179,179,delisted,True,-0.7825223106821295,-0.8661202918783714
30y,360,1,10326,198606,201605,199608,123,123,delisted,True,-0.8787872818450828,-0.9160835028158265
30y,360,1,10327,198606,201605,199002,45,45,delisted,True,1.7936477556581805,1.37678312961856
30y,360,1,10328,198606,201605,199705,132,132,delisted,True,-0.9451612965809835,-0.9626987207849413
30y,360,1,10329,198606,201605,199203,70,70,delisted,True,-0.9698780112595428,-0.9764516541720331
30y,360,1,10330,198606,201605,198911,42,42,delisted,True,-0.9666666963389059,-0.9711676189937002
30y,360,1,10331,198606,201605,198805,24,24,delisted,True,0.6860651136754548,0.5626594968447407
30y,360,1,10332,198606,201605,198811,30,30,delisted,True,-0.49999963101988865,-0.5473812121202482
30y,360,1,10333,198606,201605,201605,360,360,complete,True,-0.9973332267514642,-0.9987911403504656
30y,360,2,10333,201606,204605,202512,115,115,sample_end,False,0.9405890856430055,0.4386471377564649
30y,360,1,10334,198606,201605,199001,44,44,delisted,True,0.5999981721744652,0.3676593481145949
30y,360,1,10335,198606,201605,198904,35,35,delisted,True,-0.8461543091275405,-0.8639009282208706
30y,360,1,10336,198606,201605,198812,31,31,delisted,True,-0.860576966123445,-0.8739986025796114
30y,360,1,10337,198606,201605,199608,123,123,delisted,True,2.2164824181043015,1.2267955202260539
30y,360,1,10338,198806,201805,199302,57,57,delisted,True,3.740075466057829,2.8920955084681723
30y,360,1,10339,198606,201605,199505,108,108,delisted,True,-0.9828869145295261,-0.9877554861515466
30y,360,1,10340,198606,201605,198708,15,15,delisted,True,0.6066327991950371,0.5293908376952758
30y,360,1,10341,198606,201605,200403,214,214,delisted,True,11.934943623646994,6.5166241228130115
30y,360,1,10342,198606,201605,200602,237,237,delisted,True,4.408309198782057,1.9640909499112635
30y,360,1,10343,198606,201605,199612,127,127,delisted,True,21.892598804117085,14.718814689586077
30y,360,1,10344,198606,201605,199407,98,98,delisted,True,-0.008197596730981638,-0.2721881285984088
30y,360,1,10345,198606,201605,199206,73,73,delisted,True,-0.9736842447642413,-0.9795593028161618
30y,360,1,10346,198606,201605,200211,198,198,delisted,True,-0.9834999146340673,-0.9900890275987311
30y,360,1,10347,198801,201712,198909,21,21,delisted,True,-0.7692307763736919,-0.7869538527481922
30y,360,1,10348,192512,195511,193501,110,110,delisted,True,-0.9631031742776401,-0.9511659659557001
30y,360,1,10349,197212,200211,198308,129,129,delisted,True,-0.6210588347185214,-0.839649646627398
30y,360,1,10350,198606,201605,199303,82,82,delisted,True,-0.8749995421778198,-0.9052050845624274
30y,360,1,10351,198606,201605,199601,116,116,delisted,True,1.3813586639085766,0.6795981768111645
30y,360,1,10352,198606,201605,199602,117,117,delisted,True,-0.3389862413964385,-0.535284710704145
30y,360,1,10353,198606,201605,201603,358,358,delisted,True,0.24096653153540037,-0.4324943506785942
30y,360,1,10354,198606,201605,199106,61,61,delisted,True,-0.763888854549164,-0.8109374725029702
30y,360,1,10355,198606,201605,201605,360,360,complete,True,19.23583298012442,8.172989108774479
30y,360,2,10355,201606,204605,202512,115,115,sample_end,False,1.4699460524026198,0.8310835843562965
30y,360,1,10356,192512,195511,192811,36,36,delisted,True,2.2227486696060375,2.3726439565644593
30y,360,1,10357,197605,200604,197612,8,8,delisted,True,0.8086933074322769,0.7434311777826583
30y,360,1,10358,198606,201605,199508,111,111,delisted,True,-0.13779836527132794,-0.38591394361051523
30y,360,1,10359,198802,201801,198901,12,12,delisted,True,0.14893551678872807,0.09770304948353292
30y,360,1,10360,198803,201802,199907,137,137,delisted,True,2.3442274546196535,1.3271168850382753
30y,360,1,10361,198606,201605,199604,119,119,delisted,True,-0.9374998461280621,-0.9564538275326038
30y,360,1,10362,198606,201605,200603,238,238,delisted,True,-0.7419177269063799,-0.8593335358363599
30y,360,1,10363,198606,201605,201605,360,360,complete,True,2.0997450382134417,0.40512760228044065
30y,360,2,10363,201606,204605,202010,53,53,delisted,True,-0.36007325036581694,-0.40959858893221845
30y,360,1,10364,192512,195511,195511,360,360,complete,True,13.170698385657582,8.482251707874978
30y,360,2,10364,195512,198511,198511,360,360,complete,True,6.198174711710879,0.7764302728901209
30y,360,3,10364,198512,201511,199910,167,167,delisted,True,1.4486415868535243,0.5868129189478895
30y,360,1,10365,198206,201205,198505,36,36,delisted,True,-0.8399998623376914,-0.8571480597572305
30y,360,1,10366,198606,201605,199405,96,96,delisted,True,-0.7205145866674203,-0.7936544982242855
30y,360,1,10367,198606,201605,199102,57,57,delisted,True,0.8161788325426669,0.4672245909784605
30y,360,1,10368,198606,201605,198807,26,26,delisted,True,0.5811428316710527,0.453050247839474
30y,360,1,10369,198606,201605,199102,57,57,delisted,True,-0.9903981713850664,-0.9922430331144935
30y,360,1,10370,198606,201605,198902,33,33,delisted,True,0.4038484620083871,0.25722942033481355
30y,360,1,10371,198606,201605,200912,283,283,delisted,True,1.5075687788159375,0.2645311625108515
30y,360,1,10372,192512,195511,195511,360,360,complete,True,2.658266168100002,1.4479104470557669
30y,360,2,10372,195512,198511,198511,360,360,complete,True,12.822938739488794,2.4113491017637565
30y,360,3,10372,198512,201511,198806,31,31,delisted,True,1.4622547514205109,1.2744556602104713
30y,360,1,10373,198405,201404,198504,12,12,delisted,True,-0.8749998640876875,-0.8794432739704451
30y,360,1,10374,198606,201605,199111,66,66,delisted,True,-0.9965189870540482,-0.997249039841697
30y,360,1,10375,198606,201605,201605,360,360,complete,True,18.838357205170883,7.992811650390072
30y,360,2,10375,201606,204605,201907,38,38,delisted,True,0.5577680046528879,0.4585902318102626
30y,360,1,10376,198606,201605,199709,136,136,delisted,True,1.60507895776828,0.7598827450432122
30y,360,1,10377,198606,201605,198808,27,27,delisted,True,-0.8097018957264965,-0.8258532474337434
30y,360,1,10378,198606,201605,198807,26,26,delisted,True,-0.6718751315351295,-0.6984573993601316
30y,360,1,10379,198606,201605,198910,41,41,delisted,True,0.07317189122934109,-0.06951895736564206
30y,360,1,10380,192512,195511,193203,76,76,delisted,True,-0.986111090876329,-0.9821428311267087
30y,360,1,10381,198108,201107,198304,21,21,delisted,True,0.6078443878086446,0.493697220317159
30y,360,1,10382,198606,201605,201605,360,360,complete,True,16.60915224875464,6.982303567697541
30y,360,2,10382,201606,204605,202512,115,115,sample_end,False,-0.10170842694857629,-0.33405551437852377
30y,360,1,10383,198606,201605,200804,263,263,delisted,True,-0.9952159090060229,-0.9975745460463495
30y,360,1,10384,198606,201605,199711,138,138,delisted,True,-0.9773956598920693,-0.9847578164844975
30y,360,1,10385,198606,201605,199204,71,71,delisted,True,-0.944444556747612,-0.9566309120416842
30y,360,1,10386,198606,201605,199908,159,159,delisted,True,-0.37499784597827424,-0.5926826177560383
30y,360,1,10387,198606,201605,199012,55,55,delisted,True,-0.8425502100946647,-0.8718514041801868
30y,360,1,10388,198606,201605,200302,201,201,delisted,True,-0.9706391997591259,-0.9825374596055096
30y,360,1,10389,198606,201605,199004,47,47,delisted,True,1.5858556450150245,1.1846367706915144
30y,360,1,10390,198606,201605,199612,127,127,delisted,True,-0.8946732422679688,-0.9276791682407427
30y,360,1,10391,198606,201605,198909,40,40,delisted,True,0.9592478705078282,0.7068967447864207
30y,360,1,10392,198606,201605,199311,90,90,delisted,True,1.7536412231810337,1.0567320247216352
30y,360,1,10393,198606,201605,199502,105,105,delisted,True,-0.5336833085894632,-0.6634732425804679
30y,360,1,10394,198606,201605,199703,130,130,delisted,True,-0.34058116249424886,-0.551183053722647
30y,360,1,10395,198606,201605,201605,360,360,complete,True,5.961560196432836,2.1557048293825005
30y,360,2,10395,201606,204605,201904,35,35,delisted,True,0.5550434511285813,0.4618679016283669
30y,360,1,10396,198606,201605,198811,30,30,delisted,True,0.34375079214699666,0.21641281184379046
